symbol,entry_bar,exit_bar,entry_time,exit_time,direction,outcome,entry,tp1,tp2,sl,gross_r,net_r,cost_r,mtf_score,volume_ratio,rsi,eff_ratio,vol_atr_pct,vol_ratio_regime,adaptive_pack,adaptive_reason,risk_mult,quality_score,trend_score,volatility_score,entry_quality_score,portfolio_risk_score,session,trend_1h,trend_4h,entry_source,signals,score_tags,premium,sniper,knn_score,swing_trend,mae_r,size_mult,signal_bar
LINKUSDT,16560,16609,1736984700,1737029700,LONG,TRAIL,21.862,22.23217727,23.09592424,21.24503788,1.3399556750169883,1.269085845926022,0.0708698290909663,14,1.84,69.6,0.3932230102442853,0.006821428994518971,0.8961444371194831,base,adaptive disabled,1.15,84.5,90,100,70,80,DEAD_ZONE,bullish,bullish,FVG,BOS bullish | Vol 1.8x | FVG | ChoCH | BullWick | StrongTrend1h | Zone:FVG | MTF 14 | Risk x1.15,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+1 | BTC+2 | FVG+1 | ChoCH+1 | BullWick+1 | Zone:FVG+1 | Sess:DEAD_ZONE | Strong1h+0 | QualityRisk:1.15,0,0,0.4,range,0.9223,1.0,16558
DOTUSDT,16561,16595,1736985600,1737017100,LONG,SL,7.098,7.22416322,7.51854407,6.88772797,-1.0034620391499558,-1.0709745846844239,0.06751254553446802,14,1.71,71.8,0.43424317617866004,0.00647183649106622,0.9628205079864796,base,adaptive disabled,1.25,84.5,90,100,70,80,DEAD_ZONE,bullish,bullish,FVG,BOS bullish | Vol 1.7x | FVG | ChoCH | BullWick | StrongTrend1h | Zone:FVG | MTF 14 | Risk x1.25,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+1 | BTC+2 | FVG+1 | ChoCH+1 | BullWick+1 | Zone:FVG+1 | Sess:DEAD_ZONE | Strong1h+0 | QualityRisk:1.15 | RelStrengthRisk:1.25,0,0,0.425,range,1.1984,1.0,16558
LINKUSDT,16561,16604,1736985600,1737025200,LONG,TRAIL,21.862,22.13812174,22.78240582,21.40179709,0.0,-0.09501026405939075,0.09501026405939075,14,3.04,56.7,0.16644649933949734,0.00834687448458888,1.1500610754870146,base,adaptive disabled,1.15,86.3,90,79,90,80,OFF_HOURS,bullish,bullish,FVG,BOS bullish | Vol 3.0x | FVG | ChoCH | StrongTrend1h | Zone:FVG | MTF 14 | Risk x1.15,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+2 | RSI+1 | BTCok+1 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:OFF_HOURS | Strong1h+0 | QualityRisk:1.15,0,0,0.475,range,1.2364,1.0,16561
SOLUSDT,16561,16608,1736985600,1737028800,LONG,TRAIL,204.55,207.8083551,215.41118367,199.11940816,1.4959640951842503,1.420631606193511,0.07533248899073948,15,1.69,67.96,0.4055013309671695,0.005547103021855943,1.03006621392014,base,adaptive disabled,1.15,87.5,90,100,80,80,OFF_HOURS,bullish,bullish,OB,BOS bullish | Vol 1.7x | FVG | OB | ChoCH | Engulfing | StrongTrend1h | Zone:OB | MTF 15 | Risk x1.15,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+1 | RSI+1 | BTCok+1 | FVG+1 | OB+1 | ChoCH+1 | Engulfing+1 | Zone:OB+1 | Sess:OFF_HOURS | Strong1h+0 | QualityRisk:1.15,0,0,0.575,range,1.1141,1.0,16561
XRPUSDT,16589,16608,1737010800,1737028800,LONG,TRAIL,3.1324,3.1981804,3.351668,3.022766,0.6611397065877979,0.6039968494449408,0.05714285714285702,14,2.57,65.91,0.22053360351232768,0.01474230448386979,1.3766007328957113,base,adaptive disabled,1.0,81.7,90,86,70,80,LONDON,bullish,bullish,FVG,BOS bullish | Vol 2.6x | FVG | ChoCH | Engulfing | Session:LONDON | StrongTrend1h | Zone:FVG | MTF 14,BOS+2 | 1h+2 | 4h+2 | Vol+2 | RSI+1 | BTCok+1 | FVG+1 | ChoCH+1 | Engulfing+1 | Zone:FVG+1 | Sess:LONDON | Strong1h+0,0,0,0.525,range,0.9523,1.0,16589
LINKUSDT,16604,16609,1737024300,1737029700,LONG,TRAIL,21.871,22.30114661,23.30482203,21.15408898,1.1410822630770812,1.0800677176457665,0.06101454543131466,16,2.1,65.78,0.20481927710843645,0.00674036474813415,1.1943049538334012,base,adaptive disabled,1.25,87.3,90,84,90,80,LONDON,bullish,bullish,FVG,BOS bullish | Vol 2.1x | FVG | ChoCH | BullWick | Session:LONDON | StrongTrend1h | Zone:FVG | MTF 16 | Risk x1.25,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+2 | RSI+1 | BTC+2 | FVG+1 | ChoCH+1 | BullWick+1 | Zone:FVG+1 | Sess:LONDON | Strong1h+0 | QualityRisk:1.15 | RelStrengthRisk:1.25,0,0,0.45,range,0.1116,1.0,16603
LINKUSDT,16605,16609,1737025200,1737029700,LONG,TRAIL,21.968,22.429328,23.50576,21.19912,0.936431004748258,0.8792881476054009,0.0571428571428572,14,2.99,65.68,0.28653295128939854,0.010658495599593186,1.8312627752134294,base,adaptive disabled,1.15,81.3,90,84,70,80,OVERLAP,bullish,bullish,FVG,BOS bullish | Vol 3.0x | FVG | ChoCH | BullWick | Session:OVERLAP | StrongTrend1h | Zone:FVG | MTF 14 | Risk x1.15,BOS+2 | 1h+2 | 4h+2 | Vol+2 | RSI+1 | BTCok+1 | FVG+1 | ChoCH+1 | BullWick+1 | Zone:FVG+1 | Sess:OVERLAP | Strong1h+0 | RelStrengthRisk:1.15,0,0,0.6,range,0.2302,1.0,16605
AVAXUSDT,16612,16613,1737031500,1737033300,LONG,TRAIL,39.65,40.48265,42.4255,38.26225,0.0,-0.057142857142857266,0.057142857142857266,16,2.24,70.33,0.20861056751467819,0.012550705330795034,2.5286774925001523,base,adaptive disabled,1.0,79.5,90,75,70,80,OVERLAP,bullish,bullish,FVG,BOS bullish | Vol 2.2x | FVG | LiqSweep | ChoCH | Engulfing | BullWick | Session:OVERLAP | StrongTrend1h | Zone:FVG | MTF 16,BOS+2 | 1h+2 | 4h+2 | Vol+2 | BTC+2 | FVG+1 | LiqSweep+1 | ChoCH+1 | Engulfing+1 | BullWick+1 | Zone:FVG+1 | Sess:OVERLAP | Strong1h+0,0,0,0.575,range,0.0584,1.0,16610
SUIUSDT,16612,16631,1737031500,1737049500,LONG,TRAIL,4.708,4.806868,5.03756,4.54322,1.1337224041412688,1.0765795469984119,0.057142857142857016,17,2.09,64.73,0.20666255397902622,0.013831170075166925,2.3791639074859425,base,adaptive disabled,1.25,68.8,60,74,70,80,OVERLAP,neutral,bullish,FVG,BOS bullish | Vol 2.1x | FVG | LiqSweep | MACD_Div | ChoCH | Discount | BullWick | Session:OVERLAP | Zone:FVG | MTF 17 | Risk x1.25,BOS+2 | 1hN+1 | 4h+2 | Vol+2 | RSI+1 | BTC+2 | FVG+1 | LiqSweep+1 | MACD_Div+1 | ChoCH+1 | Discount+1 | BullWick+1 | Zone:FVG+1 | Sess:OVERLAP | QualityRisk:1.15 | RelStrengthRisk:1.25,0,0,0.7,range,0.6809,1.0,16610
DOTUSDT,16666,16738,1737080100,1737145800,LONG,TRAIL,7.357,7.511497,7.87199,7.099505,0.8216800617387624,0.7645372045959054,0.057142857142857044,13,1.93,70.4,0.26530612244897894,0.00529225716966611,0.7280348495200921,base,adaptive disabled,1.0,80.7,90,81,70,80,OFF_HOURS,bullish,bullish,FVG,BOS bullish | Vol 1.9x | FVG | ChoCH | BullWick | StrongTrend1h | Zone:FVG | MTF 13,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+1 | BTCok+1 | FVG+1 | ChoCH+1 | BullWick+1 | Zone:FVG+1 | Sess:OFF_HOURS | Strong1h+0,0,1,0.475,bear,0.4272,1.0,16666
AAVEUSDT,16667,16691,1737081000,1737103500,LONG,TRAIL,319.83,326.54643,342.2181,308.63595,0.5450379130819918,0.4878950559391347,0.05714285714285712,14,3.28,58.54,0.1690764237238135,0.014333015541312258,1.7779122140681936,base,adaptive disabled,1.15,86.5,90,80,90,80,OFF_HOURS,bullish,bullish,FVG,BOS bullish | Vol 3.3x | FVG | ChoCH | StrongTrend1h | Zone:FVG | MTF 14 | Risk x1.15,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+2 | RSI+1 | BTCok+1 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:OFF_HOURS | Strong1h+0 | QualityRisk:1.15,0,1,0.475,bear,0.3011,1.0,16667
AAVEUSDT,16668,16691,1737081900,1737103500,LONG,TRAIL,319.83,326.54643,342.2181,308.63595,0.545170753736873,0.48802789659401585,0.05714285714285712,13,1.83,57.57,0.19050480769230946,0.012849302549687351,1.5938677998011268,base,adaptive disabled,1.15,74.9,90,82,50,80,OFF_HOURS,bullish,bullish,FVG,BOS bullish | Vol 1.8x | FVG | ChoCH | BullWick | StrongTrend1h | Zone:FVG | MTF 13 | Risk x1.15,BOS+2 | 1h+2 | 4h+2 | Vol+1 | RSI+1 | BTCok+1 | FVG+1 | ChoCH+1 | BullWick+1 | Zone:FVG+1 | Sess:OFF_HOURS | Strong1h+0 | QualityRisk:1.15,0,1,0.45,bear,0.3011,1.0,16668
BTCUSDT,16668,16700,1737081900,1737111600,LONG,TRAIL,101209.5,102572.80242402,105753.8414134,98937.3292933,0.52490398769249,0.4358178114632467,0.08908617622924328,15,2.32,58.92,0.20973766504516825,0.0050597835226693895,1.3424409453336912,base,adaptive disabled,1.15,87.5,90,85,90,80,OFF_HOURS,bullish,bullish,FVG,BOS bullish | Vol 2.3x | FVG | ChoCH | BullWick | StrongTrend1h | Zone:FVG | MTF 15 | Risk x1.15,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+2 | RSI+1 | BTCok+1 | FVG+1 | ChoCH+1 | BullWick+1 | Zone:FVG+1 | Sess:OFF_HOURS | Strong1h+0 | QualityRisk:1.15,0,0,0.45,bull,0.1098,1.0,16668
DOTUSDT,16668,16723,1737081900,1737132300,LONG,TRAIL,7.308,7.461468,7.81956,7.05222,0.6704934519432901,0.613350594800433,0.05714285714285722,13,1.61,59.99,0.18738404452690144,0.007389720049340322,1.0165745071788552,base,adaptive disabled,1.15,74.9,90,82,50,80,OFF_HOURS,bullish,bullish,FVG,BOS bullish | Vol 1.6x | FVG | ChoCH | BullWick | StrongTrend1h | Zone:FVG | MTF 13 | Risk x1.15,BOS+2 | 1h+2 | 4h+2 | Vol+1 | RSI+1 | BTCok+1 | FVG+1 | ChoCH+1 | BullWick+1 | Zone:FVG+1 | Sess:OFF_HOURS | Strong1h+0 | QualityRisk:1.15,0,1,0.475,bear,0.2385,1.0,16668
AVAXUSDT,16688,16775,1737099900,1737179100,LONG,SL,41.317,42.05133349,43.76477829,40.09311085,-1.5262820166352526,-1.5937995691848443,0.06751755254959171,15,2.68,68.15,0.34960937500000144,0.008294446271383187,1.571700215775286,base,adaptive disabled,1.15,90.5,90,100,90,80,LONDON,bullish,bullish,FVG,BOS bullish | Vol 2.7x | FVG | ChoCH | BullWick | Session:LONDON | StrongTrend1h | Zone:FVG | MTF 15 | Risk x1.15,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+2 | BTC+2 | FVG+1 | ChoCH+1 | BullWick+1 | Zone:FVG+1 | Sess:LONDON | Strong1h+0 | RelStrengthRisk:1.15,0,0,0.525,bull,1.5492,1.0,16688
SOLUSDT,16698,16704,1737108900,1737115200,LONG,TRAIL,215.9,219.07589213,226.48630711,210.60684644,0.677354677418016,0.5957775995748409,0.0815770778431751,15,1.87,63.22,0.38624338624338617,0.00801121156905711,1.7130508540297344,base,adaptive disabled,1.15,84.5,90,100,70,80,LONDON,bullish,bullish,FVG,BOS bullish | Vol 1.9x | FVG | ChoCH | Engulfing | Session:LONDON | StrongTrend1h | Zone:FVG | MTF 15 | Risk x1.15,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+1 | RSI+1 | BTC+2 | FVG+1 | ChoCH+1 | Engulfing+1 | Zone:FVG+1 | Sess:LONDON | Strong1h+0 | QualityRisk:1.15,0,0,0.6,bull,0.0132,1.0,16698
SUIUSDT,16703,16772,1737113400,1737176400,LONG,SL,4.9016,5.0045336,5.244712,4.730044,-1.318519900207516,-1.3756627573503732,0.057142857142857204,14,2.21,69.52,0.26318840579709896,0.015664938735653704,2.3121545092221623,base,adaptive disabled,1.15,86.7,90,81,90,80,OVERLAP,bullish,bullish,FVG,BOS bullish | Vol 2.2x | FVG | ChoCH | Engulfing | Session:OVERLAP | StrongTrend1h | Zone:FVG | MTF 14 | Risk x1.15,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+2 | BTCok+1 | FVG+1 | ChoCH+1 | Engulfing+1 | Zone:FVG+1 | Sess:OVERLAP | Strong1h+0 | QualityRisk:1.15,0,1,0.725,bear,1.3815,1.0,16701
BTCUSDT,16710,16717,1737119700,1737126900,LONG,TRAIL,102440.0,103233.5331207,105085.11040233,101117.44479884,1.341147982621923,1.1862357341045813,0.15491224851734184,14,2.47,70.82,0.5056840151573669,0.0030317349756273358,1.1852462506053354,base,adaptive disabled,1.15,84.5,90,100,70,80,OVERLAP,bullish,bullish,FVG,BOS bullish | Vol 2.5x | FVG | ChoCH | Engulfing | Session:OVERLAP | StrongTrend1h | Zone:FVG | MTF 14 | Risk x1.15,BOS+2 | 1h+2 | 4h+2 | Vol+2 | BTC+2 | FVG+1 | ChoCH+1 | Engulfing+1 | Zone:FVG+1 | Sess:OVERLAP | Strong1h+0 | QualityRisk:1.15,0,0,0.45,bull,0.1361,1.0,16708
TAOUSDT,11465,11466,1737126000,1737127800,LONG,TRAIL,479.2,489.2632,512.744,462.428,0.0,-0.057142857142857176,0.057142857142857176,15,1.6,63.48,0.340388007054674,0.01294422793444712,1.7231051656270884,base,adaptive disabled,1.15,84.5,90,100,70,80,NEW_YORK,bullish,bullish,FVG,BOS bullish | Vol 1.6x | FVG | ChoCH | BullWick | Session:NEW_YORK | StrongTrend1h | Zone:FVG | MTF 15 | Risk x1.15,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+1 | RSI+1 | BTC+2 | FVG+1 | ChoCH+1 | BullWick+1 | Zone:FVG+1 | Sess:NEW_YORK | Strong1h+0 | RelStrengthRisk:1.15,0,0,0.575,bull,0.0,1.0,11463
AAVEUSDT,16760,16766,1737164700,1737171000,LONG,SL,337.76,343.68486913,357.50956378,327.88521811,-1.2678761049576934,-1.3362847045120883,0.06840859955439475,13,2.14,60.19,0.1583949313621969,0.006895386788037495,0.9807656344714674,base,adaptive disabled,1.15,80.3,90,79,70,80,OFF_HOURS,bullish,bullish,FVG,BOS bullish | Vol 2.1x | FVG | BullWick | StrongTrend1h | Zone:FVG | MTF 13 | Risk x1.15,BOS+2 | 1h+2 | 4h+2 | Vol+2 | RSI+1 | BTCok+1 | FVG+1 | BullWick+1 | Zone:FVG+1 | Sess:OFF_HOURS | Strong1h+0 | QualityRisk:1.15,0,0,0.55,bull,1.4005,1.0,16759
BTCUSDT,16846,16859,1737242100,1737254700,LONG,TRAIL,104462.0,105214.1264,106969.088,103208.456,0.8023716817864857,0.6357050151198183,0.1666666666666674,17,1.94,57.5,0.15859923305115126,0.002436675291942228,0.7654184082336831,base,adaptive disabled,1.15,78.3,90,69,70,80,DEAD_ZONE,bullish,bullish,FVG,BOS bullish | Vol 1.9x | FVG | ChoCH | Engulfing | StrongTrend1h | Zone:FVG | MTF 17 | Risk x1.15,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+1 | RSI+1 | BTC+2 | FVG+1 | ChoCH+1 | Engulfing+1 | Zone:FVG+1 | Sess:DEAD_ZONE | Strong1h+0 | NestedOB_1h+2 | QualityRisk:1.15,0,0,0.6,range,0.3519,1.0,16846
XLMUSDT,16848,16881,1737243900,1737274500,LONG,SL,0.48691,0.49713511,0.5209937,0.46986815,-1.191185229303154,-1.2483280864460111,0.05714285714285706,13,1.56,69.54,0.3139043381535042,0.013462485371811795,1.5453242269900205,base,adaptive disabled,1.0,80.4,80,97,70,80,DEAD_ZONE,bullish,bullish,FVG,BOS bullish | Vol 1.6x | FVG | ChoCH | Zone:FVG | MTF 13,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+1 | BTC+2 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:DEAD_ZONE,0,0,0.4,range,1.2047,1.0,16848
XLMUSDT,16849,16857,1737244800,1737252900,LONG,TRAIL,0.48402,0.49407919,0.51755064,0.46725468,0.6121704812621197,0.5544298595501572,0.05774062171196245,14,1.59,66.45,0.22823310889250042,0.01279844050527588,1.4691002169558165,base,adaptive disabled,1.0,78.4,80,87,70,80,DEAD_ZONE,bullish,bullish,FVG,BOS bullish | Vol 1.6x | FVG | ChoCH | Zone:FVG | MTF 14,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+1 | RSI+1 | BTC+2 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:DEAD_ZONE,0,0,0.45,range,0.0579,1.0,16847
TAOUSDT,11795,11808,1737423000,1737435600,SHORT,TRAIL,397.7,389.3483,369.861,411.6195,0.6692804182949409,0.6121375611520838,0.05714285714285703,14,1.74,32.93,0.37318840579710016,0.01487662088272323,1.1692451836097086,base,adaptive disabled,1.25,78.5,90,100,50,80,OFF_HOURS,bearish,bearish,FVG,BOS bearish | Vol 1.7x | FVG | ChoCH | Engulfing | BearWick | StrongTrend1h | Zone:FVG | MTF 14 | Risk x1.25,BOS+2 | 1h+2 | 4h+2 | Vol+1 | RSI+1 | BTCok+1 | FVG+1 | ChoCH+1 | Engulfing+1 | BearWick+1 | Zone:FVG+1 | Sess:OFF_HOURS | Strong1h+0 | QualityRisk:1.15 | TrendPairRisk:1.25,0,0,0.4,bear,0.2443,1.0,11795
TAOUSDT,11796,11808,1737423900,1737435600,SHORT,TRAIL,397.7,389.3483,369.861,411.6195,0.6691210900016878,0.6119782328588308,0.05714285714285703,15,2.39,35.61,0.31159420289854994,0.016093207698404093,1.256707094020302,base,adaptive disabled,1.15,83.9,90,97,70,80,OFF_HOURS,bearish,bearish,FVG,BOS bearish | Vol 2.4x | FVG | ChoCH | Engulfing | BearWick | StrongTrend1h | Zone:FVG | MTF 15 | Risk x1.15,BOS+2 | 1h+2 | 4h+2 | Vol+2 | RSI+1 | BTCok+1 | FVG+1 | ChoCH+1 | Engulfing+1 | BearWick+1 | Zone:FVG+1 | Sess:OFF_HOURS | Strong1h+0 | TrendPairRisk:1.15,0,0,0.4,bear,0.1581,1.0,11796
BTCUSDT,17106,17116,1737476100,1737486000,LONG,TRAIL,105220.1,107176.45047355,111741.26824516,101959.51587742,0.5753419397707924,0.5108012954909311,0.06454064427986127,15,2.82,62.27,0.219492188956415,0.014307635767711643,2.875450296155814,base,adaptive disabled,1.0,82.2,80,76,90,80,NEW_YORK,bullish,bullish,FVG,BOS bullish | Vol 2.8x | FVG | ChoCH | Session:NEW_YORK | Zone:FVG | MTF 15,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+2 | RSI+1 | BTC+2 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:NEW_YORK,0,0,0.6,bull,0.1188,1.0,17106
SOLUSDT,17168,17191,1737531900,1737553500,LONG,TRAIL,256.92,261.64653076,272.67510255,249.04244873,1.0119416761671798,0.9467132844514888,0.0652283917156909,14,1.63,58.65,0.2431174873982179,0.009215688461887542,1.1837297124341803,base,adaptive disabled,1.25,85.3,90,89,80,80,LONDON,bullish,bullish,OB,BOS bullish | Vol 1.6x | FVG | OB | ChoCH | Session:LONDON | StrongTrend1h | Zone:OB | MTF 14 | Risk x1.25,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+1 | RSI+1 | BTCok+1 | FVG+1 | OB+1 | ChoCH+1 | Zone:OB+1 | Sess:LONDON | Strong1h+0 | QualityRisk:1.15 | RelStrengthRisk:1.25,0,0,0.55,bull,0.5916,1.0,17167
XRPUSDT,17218,17250,1737576900,1737606600,LONG,SL,3.2348,3.3027308,3.461236,3.121582,-1.0395873447684987,-1.0967302019113558,0.05714285714285723,14,3.32,66.94,0.24600638977635694,0.022098778369134205,3.5501631362865402,base,adaptive disabled,1.0,84.3,90,69,90,80,DEAD_ZONE,bullish,bullish,FVG,BOS bullish | Vol 3.3x | FVG | ChoCH | StrongTrend1h | Zone:FVG | MTF 14,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+2 | RSI+1 | BTCok+1 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:DEAD_ZONE | Strong1h+0,0,1,0.475,bear,1.1376,1.0,17217
SOLUSDT,17220,17229,1737578700,1737587700,LONG,SL,266.69,272.29049,285.3583,257.35585,-1.056336142016144,-1.1134789991590008,0.057142857142857,14,2.59,70.89,0.42225113858165014,0.016694938712843853,1.8306642411667584,base,adaptive disabled,1.25,82.5,90,90,70,80,DEAD_ZONE,bullish,bullish,FVG,BOS bullish | Vol 2.6x | FVG | MACD_Div | ChoCH | BullWick | StrongTrend1h | Zone:FVG | MTF 14 | Risk x1.25,BOS+2 | 1h+2 | 4h+2 | Vol+2 | BTCok+1 | FVG+1 | MACD_Div+1 | ChoCH+1 | BullWick+1 | Zone:FVG+1 | Sess:DEAD_ZONE | Strong1h+0 | QualityRisk:1.15 | RelStrengthRisk:1.25,0,1,0.6,bear,1.246,1.0,17218
DOTUSDT,17242,17320,1737598500,1737669600,SHORT,TRAIL,6.336,6.202944,5.89248,6.55776,0.5633061124420585,0.5061632552992013,0.05714285714285722,13,1.72,30.3,0.35348837209302175,0.007206921733400185,1.1302562621093526,base,adaptive disabled,1.25,78.5,90,100,50,80,OFF_HOURS,bearish,bearish,FVG,BOS bearish | Vol 1.7x | FVG | ChoCH | Engulfing | StrongTrend1h | Zone:FVG | MTF 13 | Risk x1.25,BOS+2 | 1h+2 | 4h+2 | Vol+1 | BTC+2 | FVG+1 | ChoCH+1 | Engulfing+1 | Zone:FVG+1 | Sess:OFF_HOURS | Strong1h+0 | QualityRisk:1.15 | TrendPairRisk:1.25,0,0,0.5,bear,0.7621,1.0,17242
DOTUSDT,17244,17277,1737600300,1737630900,SHORT,TRAIL,6.365,6.24524248,5.96580827,6.56459586,0.555723985662009,0.49194510768327726,0.06377887797873175,15,2.19,28.41,0.37264150943396146,0.007445794455070651,1.167718496264596,base,adaptive disabled,1.25,90.5,90,100,90,80,OFF_HOURS,bearish,bearish,FVG,BOS bearish | Vol 2.2x | FVG | ChoCH | Engulfing | StrongTrend1h | Zone:FVG | MTF 15 | Risk x1.25,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+2 | BTC+2 | FVG+1 | ChoCH+1 | Engulfing+1 | Zone:FVG+1 | Sess:OFF_HOURS | Strong1h+0 | QualityRisk:1.15 | TrendPairRisk:1.25,0,0,0.5,bear,0.1703,1.0,17241
ETHUSDT,17245,17251,1737601200,1737607500,SHORT,TRAIL,3237.7,3210.68034539,3147.63448464,3282.73275768,1.1863999645685233,1.042606860756987,0.14379310381153623,15,3.12,35.37,0.23293073699778516,0.007149125375545431,1.4844403781535755,base,adaptive disabled,1.15,81.9,90,87,70,80,OFF_HOURS,bearish,bearish,FVG,BOS bearish | Vol 3.1x | FVG | ChoCH | Engulfing | StrongTrend1h | Zone:FVG | MTF 15 | Risk x1.15,BOS+2 | 1h+2 | 4h+2 | Vol+2 | RSI+1 | BTC+2 | FVG+1 | ChoCH+1 | Engulfing+1 | Zone:FVG+1 | Sess:OFF_HOURS | Strong1h+0 | TrendPairRisk:1.15,0,0,0.55,bear,0.1217,1.0,17242
TAOUSDT,12000,12021,1737607500,1737627300,SHORT,TRAIL,390.0,381.81,362.7,403.65,0.6684892449423302,0.6113463877994729,0.05714285714285724,16,2.44,32.67,0.4124293785310734,0.010017294999562871,1.2002540735842868,base,adaptive disabled,1.15,84.5,90,100,70,80,OFF_HOURS,bearish,bearish,FVG,BOS bearish | Vol 2.4x | FVG | ChoCH | Engulfing | BearWick | StrongTrend1h | Zone:FVG | MTF 16 | Risk x1.15,BOS+2 | 1h+2 | 4h+2 | Vol+2 | RSI+1 | BTC+2 | FVG+1 | ChoCH+1 | Engulfing+1 | BearWick+1 | Zone:FVG+1 | Sess:OFF_HOURS | Strong1h+0 | TrendPairRisk:1.15,0,0,0.525,bear,0.3077,1.0,11999
TAOUSDT,12090,12099,1737688500,1737697500,SHORT,SL,368.8,361.0552,342.984,381.708,-1.1698171676479663,-1.2269600247908234,0.05714285714285708,13,2.26,31.92,0.17543859649122726,0.008372609799078319,0.8482775717489421,base,adaptive disabled,1.25,80.7,90,81,70,80,OFF_HOURS,bearish,bearish,FVG,BOS bearish | Vol 2.3x | FVG | ChoCH | StrongTrend1h | Zone:FVG | MTF 13 | Risk x1.25,BOS+2 | 1h+2 | 4h+2 | Vol+2 | BTC+2 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:OFF_HOURS | Strong1h+0 | QualityRisk:1.15 | TrendPairRisk:1.25,0,0,0.65,bear,1.2008,1.0,12088
ADAUSDT,17425,17615,1737763200,1737935100,SHORT,TRAIL,0.9716,0.95410758,0.91329193,1.00075404,0.6051407710595003,0.5384879160863985,0.06665285497310178,15,1.8,31.81,0.43999999999999934,0.004301415025174441,0.8506267673110535,base,adaptive disabled,1.25,84.5,90,100,70,80,OFF_HOURS,bearish,bearish,FVG,BOS bearish | Vol 1.8x | FVG | Engulfing | StrongTrend1h | Zone:FVG | MTF 15 | Risk x1.25,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+1 | BTC+2 | FVG+1 | Engulfing+1 | Zone:FVG+1 | Sess:OFF_HOURS | Strong1h+0 | NestedOB_1h+2 | QualityRisk:1.15 | TrendPairRisk:1.25,0,0,0.525,bear,0.9879,1.0,17425
BTCUSDT,17443,17539,1737779400,1737866700,LONG,TRAIL,104722.1,105476.09912,107235.4304,103465.4348,0.527268399847189,0.3606017331805227,0.16666666666666627,16,2.18,58.64,0.18174321761359225,0.0034752843341571324,1.0337135080076554,base,adaptive disabled,1.15,76.2,60,81,90,80,OFF_HOURS,neutral,bullish,FVG,BOS bullish | Vol 2.2x | FVG | LiqSweep | ChoCH | Engulfing | Zone:FVG | MTF 16 | Risk x1.15,BOS+2 | BodyStrong+1 | 1hN+1 | 4h+2 | Vol+2 | RSI+1 | BTC+2 | FVG+1 | LiqSweep+1 | ChoCH+1 | Engulfing+1 | Zone:FVG+1 | Sess:OFF_HOURS | QualityRisk:1.15,0,1,0.5,bear,0.4935,1.0,17440
SUIUSDT,91,229,1737801000,1737926100,SHORT,TRAIL,4.1335,4.07358163,3.93377208,4.23336396,0.9704882732853424,0.8877056558125327,0.08278261747280967,13,1.52,36.62,0.43010752688171683,0.005249125596783304,0.9413061202826895,base,adaptive disabled,1.15,75.2,55,100,80,80,LONDON,bearish,neutral,OB,BOS bearish | Vol 1.5x | OB | ChoCH | BearWick | Session:LONDON | Zone:OB | MTF 13 | Risk x1.15,BOS+2 | BodyStrong+1 | 1h+2 | 4hN+1 | Vol+1 | RSI+1 | BTCok+1 | OB+1 | ChoCH+1 | BearWick+1 | Zone:OB+1 | Sess:LONDON | QualityRisk:1.15,0,0,-1.0,range,0.8992,1.0,91
